"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL765";"GUANETHIDINE";"4.0";"198.31";"0";"0.74";"GUANETHIDINE";"N=C(N)NCCN1CCCCCCC1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL526925";"";"None";"277.33";"0";"2.63";"26";"Cn1cnc(-c2ccccc2)c1/C=C/c1ccnc(N)n1";"IC50";"'='";"34000.0";"nM";"4.47";"";"";"UO_0000065";"16.11";"0.29";"1.84";"6.42";"0";"CHEMBL995226";"Inhibition of recombinant Flt1 expressed in baculovirus-Sf21 system";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156614";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"34.0"
"CHEMBL500930";"";"None";"279.37";"0";"3.96";"20";"Nc1nccc(/C=C/c2sccc2-c2ccccc2)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL995226";"Inhibition of recombinant Flt1 expressed in baculovirus-Sf21 system";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156614";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"100.0"
"CHEMBL290352";"CEP-1347";"3.0";"615.78";"2";"6.16";"1";"CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O";"IC50";"'='";"209.0";"nM";"6.68";"";"";"UO_0000065";"10.85";"0.21";"0.52";"7.05";"0";"CHEMBL1000443";"Inhibition of human VEGFR1 expressed in baculovirus insect cell system";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140055";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"209.0"
"CHEMBL1254007";"";"None";"445.38";"1";"5.56";"20d";"Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c21";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"17.57";"0.33";"2.26";"9.65";"0";"CHEMBL1250644";"Inhibition of VEGFR1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1250545";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"15.0"
"CHEMBL1907944";"";"None";"475.36";"1";"5.00";"31";"COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@H]1CCCN(C)C1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"13.26";"0.29";"1.30";"10.59";"0";"CHEMBL678756";"Inhibition of fms-like tyrosine kinase receptor (Flt-1) kinase activity at a concentration of 2 uM of ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135889";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"0.5"
"CHEMBL458531";"";"None";"428.44";"1";"5.57";"30";"O=C(Nc1cccc(C(F)(F)F)c1)c1nscc1NCc1ccnc2ccccc12";"IC50";"'='";"580.0";"nM";"6.24";"";"";"UO_0000065";"14.56";"0.28";"0.67";"9.32";"0";"CHEMBL1034023";"Inhibition of VEGFR1 assessed as blockade of pGAT-biotin phosphorylation in presence of 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136839";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.58"
"CHEMBL474293";"";"None";"378.38";"0";"4.42";"7";"O=C(Nc1ccc(C(F)(F)F)cc1)c1nscc1NCc1cccnc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1034023";"Inhibition of VEGFR1 assessed as blockade of pGAT-biotin phosphorylation in presence of 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136839";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"10.0"
"CHEMBL2086739";"";"None";"352.40";"0";"4.06";"6s, (E/Z)-mixture";"Nc1ccc2c(c1)C(=C(c1ccccc1)c1nc3ccccc3[nH]1)C(=O)N2";"IC50";"'='";"201.0";"nM";"6.70";"";"";"UO_0000065";"19.00";"0.34";"2.64";"7.99";"0";"CHEMBL2090041";"Inhibition of N-terminal GST-tagged Flt1 using poly(Glu,Tyr) as substrate after 60 mins by alphascreen assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2086224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"201.0"
"CHEMBL453057";"";"None";"437.51";"0";"4.94";"34a";"Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5cnn(C)c5)ccn4c3N)cc2)c1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"19.48";"0.35";"3.58";"8.33";"0";"CHEMBL948365";"Inhibition of Flt1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155009";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"3.0"
"CHEMBL2086735";"";"None";"416.28";"1";"5.24";"6o, (E/Z)-mixture";"O=C1Nc2c(Br)cccc2C1=C(c1ccccc1)c1nc2ccccc2[nH]1";"IC50";"'='";"4880.0";"nM";"5.31";"";"";"UO_0000065";"12.76";"0.27";"0.07";"9.19";"0";"CHEMBL2090041";"Inhibition of N-terminal GST-tagged Flt1 using poly(Glu,Tyr) as substrate after 60 mins by alphascreen assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2086224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"4880.0"
"CHEMBL2086748";"";"None";"499.60";"0";"3.41";"7f, (E/Z)-mixture";"CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=C(c2ccccc2)c2nc4ccccc4[nH]2)C(=O)N3)CC1";"IC50";"'='";"1950.0";"nM";"5.71";"";"";"UO_0000065";"11.43";"0.22";"2.30";"5.80";"0";"CHEMBL2090041";"Inhibition of N-terminal GST-tagged Flt1 using poly(Glu,Tyr) as substrate after 60 mins by alphascreen assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2086224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"1950.0"
"CHEMBL2086756";"";"None";"481.58";"1";"5.51";"8d, (E/Z)-mixture";"CCN1CCC(Nc2ccc3c(c2)C(=C(c2cccc(F)c2)c2nc4ccccc4[nH]2)C(=O)N3)CC1";"IC50";"'='";"62.0";"nM";"7.21";"";"";"UO_0000065";"14.97";"0.27";"1.70";"9.87";"0";"CHEMBL2090041";"Inhibition of N-terminal GST-tagged Flt1 using poly(Glu,Tyr) as substrate after 60 mins by alphascreen assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2086224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"62.0"
"CHEMBL4074262";"";"None";"484.50";"1";"2.77";"14";"CC(c1cc2cc(-c3cnn(C)c3)cnc2cc1F)n1nnc2ncc(-c3cnn(CCO)c3)nc21";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4021223";"Inhibition of FLT1 (unknown origin) using FAM-labeled peptide as substrate preincubated for 5 to 10 mins followed by substrate/ATP addition measured after 30 to 60 mins by mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020721";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"30000.0"
"CHEMBL411369";"";"None";"878.98";"2";"-0.67";"5";"CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](CCc2ccccc2)NC(=O)CC[C@@H](CC(N)=O)NC1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL897013";"Displacement of biotinylated VEGF165 from human recombinant VEGFR1 by chemiluminescent assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148832";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";""
"CHEMBL233822";"";"None";"394.78";"0";"4.45";"31";"O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccnn1CCc1ccncc1";"IC50";"'='";"2330.0";"nM";"5.63";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL897501";"Inhibition of VEGFR1 assessed as inhibition of phosphorylation in presence of 2 uM ATP by HTRF assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148870";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"2.33"
"CHEMBL392313";"";"None";"384.44";"0";"4.57";"26";"O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccnn1CCc1ccncc1";"IC50";"'='";"5250.0";"nM";"5.28";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL897501";"Inhibition of VEGFR1 assessed as inhibition of phosphorylation in presence of 2 uM ATP by HTRF assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148870";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"5.25"
"CHEMBL399605";"";"None";"348.45";"0";"4.07";"23";"CC(C)(C)c1ccc(NC(=O)c2ccnn2CCc2ccncc2)cc1";"IC50";"'='";"590.0";"nM";"6.23";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL897501";"Inhibition of VEGFR1 assessed as inhibition of phosphorylation in presence of 2 uM ATP by HTRF assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148870";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.59"
"CHEMBL392934";"";"None";"360.34";"0";"3.79";"18";"O=C(Nc1ccc(C(F)(F)F)cc1)c1ccnn1CCc1ccncc1";"IC50";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL897501";"Inhibition of VEGFR1 assessed as inhibition of phosphorylation in presence of 2 uM ATP by HTRF assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148870";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.38"
"CHEMBL1171837";"PONATINIB";"4.0";"532.57";"1";"4.46";"Ponatinib";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12";"IC50";"'='";"20.9";"nM";"7.68";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4002770";"Inhibition of recombinant VEGFR1 (unknown origin) using poly (Glu,Tyr) 4:1 as substrate after 60 mins by ELISA";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4002548";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"20.9"
"CHEMBL233631";"";"None";"398.47";"0";"4.35";"27";"O=C(Nc1ccc(OCc2ccccc2)cc1)c1ccnn1CCc1ccncc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL897501";"Inhibition of VEGFR1 assessed as inhibition of phosphorylation in presence of 2 uM ATP by HTRF assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148870";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"10.0"
"CHEMBL393001";"";"None";"328.76";"0";"2.22";"49";"O=C(Nc1ccc(Cl)cc1)c1nnnn1CCc1ccncc1";"IC50";"'='";"890.0";"nM";"6.05";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL897501";"Inhibition of VEGFR1 assessed as inhibition of phosphorylation in presence of 2 uM ATP by HTRF assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148870";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.89"
"CHEMBL391069";"";"None";"343.39";"0";"3.32";"28";"O=C(Nc1cnc2ccccc2c1)c1ccnn1CCc1ccncc1";"IC50";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL897501";"Inhibition of VEGFR1 assessed as inhibition of phosphorylation in presence of 2 uM ATP by HTRF assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148870";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.38"
"CHEMBL391671";"";"None";"392.34";"0";"4.14";"64";"Cc1noc(NCc2ccncc2)c1C(=O)Nc1cccc(OC(F)(F)F)c1";"IC50";"'='";"5660.0";"nM";"5.25";"";"";"UO_0000065";"13.37";"0.26";"1.11";"5.88";"0";"CHEMBL885899";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"5.66"
"CHEMBL1096415";"";"None";"400.38";"1";"5.64";"23";"Fc1ccc(Nc2ncnc3[nH]c(CCc4ccccc4)cc23)cc1C(F)(F)F";"IC50";"'='";"164300.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1115599";"Inhibition of VEGFR1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157122";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"164.3"
"CHEMBL461392";"";"None";"383.50";"1";"5.24";"15";"CC(C)(C)c1ccc(-n2cc(-c3ccccc3NCc3ccncc3)nn2)cc1";"IC50";"'='";"530.0";"nM";"6.28";"";"";"UO_0000065";"16.36";"0.30";"1.04";"11.28";"0";"CHEMBL960811";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153264";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.53"
"CHEMBL525203";"";"None";"484.56";"0";"4.52";"2, BIBF 1000";"COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN(C)C(=O)N(C)C)cc1)c1ccccc1";"IC50";"'='";"82.0";"nM";"7.09";"";"";"UO_0000065";"14.62";"0.27";"2.57";"7.79";"0";"CHEMBL1017194";"Inhibition of human VEGFR1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137777";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"82.0"
"CHEMBL522304";"";"None";"395.39";"0";"4.96";"11";"FC(F)(F)c1ccc(-n2cc(-c3ccccc3NCc3ccncc3)nn2)cc1";"IC50";"'='";"660.0";"nM";"6.18";"";"";"UO_0000065";"15.63";"0.29";"1.22";"11.11";"0";"CHEMBL960811";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153264";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.66"
"CHEMBL398243";"";"None";"1421.65";"None";"None";"2b";"CC[C@H](C)[C@@H]1NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)CNn2cc(nn2)C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC1=O";"IC50";"'='";"31100.0";"nM";"4.51";"";"";"UO_0000065";"3.17";"None";"None";"None";"0";"CHEMBL922761";"Displacement of biotinylated VEGF165 from human recombinant VEGFR1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140450";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"31.1"
"CHEMBL381577";"";"None";"411.39";"1";"5.07";"6";"FC(F)(F)c1cccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)c1";"IC50";"'='";"760.0";"nM";"6.12";"";"";"UO_0000065";"14.87";"0.28";"1.05";"7.97";"0";"CHEMBL864972";"Inhibition of VEGFR1 phosphorylation in presence of 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146931";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.76"
"CHEMBL1081198";"";"None";"503.49";"2";"6.07";"2";"O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1";"IC50";"'='";"747.0";"nM";"6.13";"";"";"UO_0000065";"12.17";"0.23";"0.06";"6.37";"0";"CHEMBL1109442";"Inhibition of VEGFR1 after 1 hr";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153704";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.747"
"CHEMBL525047";"";"None";"266.31";"0";"2.20";"30";"Cn1cnc(-c2ccccc2)c1Nc1ccnc(N)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL995226";"Inhibition of recombinant Flt1 expressed in baculovirus-Sf21 system";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156614";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"100.0"
"CHEMBL2063332";"";"None";"544.61";"1";"4.53";"8l";"Cc1cc(COC(=O)NCc2ccc(-c3cc(NC(=O)c4ccc(OCCN5CCCC5)cc4)[nH]n3)cc2)no1";"IC50";"'='";"590.0";"nM";"6.23";"";"";"UO_0000065";"11.44";"0.21";"1.70";"4.63";"0";"CHEMBL2066304";"Inhibition of VEGFR1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062390";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"590.0"
"CHEMBL2063328";"";"None";"525.61";"1";"3.90";"8h";"CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(CNC(=O)OCc5cccnc5)cc4)n[nH]3)cc2)CC1";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"12.56";"0.23";"2.70";"5.72";"0";"CHEMBL2066304";"Inhibition of VEGFR1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062390";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"250.0"
"CHEMBL4474690";"";"None";"518.61";"1";"3.66";"JTE-952; (S)-8b";"COc1cc(C2CN(C(=O)c3cc(COC[C@@H](O)CO)ccn3)C2)ccc1OCc1ccc(C2CC2)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4424881";"Inhibition of human N-terminal GST-tagged Flt1 (783 to end residues) expressed in baculovirus infected Sf21 insect cells using KKKSPGEYVNIEFG as substrate";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4422686";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL4106362";"";"";"";"1000.0"
"CHEMBL1684365";"";"None";"1385.67";"None";"None";"1, VEGF81-91";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCSC)NC(C)=O)[C@@H](C)CC)C(N)=O";"IC50";"'='";"102700.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1930755";"Displacement of biotinylated VEGF165 from human recombinant VEGFR1 whole extracellular domain after 3 hrs by chemiluminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1926523";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"102.7"
"CHEMBL2367589";"";"None";"1275.50";"None";"None";"7";"CC[C@H](C)[C@H](NC(=O)[C@@H]1CC(=O)NC[C@H](NC(=O)[C@H](CCSC)NC(C)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N1)C(N)=O";"IC50";"'='";"93200.0";"nM";"4.03";"";"";"UO_0000065";"3.16";"None";"None";"None";"0";"CHEMBL1930755";"Displacement of biotinylated VEGF165 from human recombinant VEGFR1 whole extracellular domain after 3 hrs by chemiluminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1926523";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"93.2"
"CHEMBL942";"BISACODYL";"4.0";"361.40";"0";"4.11";"BISACODYL";"CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
